image_path,text_path,label
data/images/0/6422edb2-b9d4-45ec-acfe-d88c18af27f8.TIF,data/ocr/0/6422edb2-b9d4-45ec-acfe-d88c18af27f8.TIF.txt,0
data/images/0/de1e0600-2f37-4ab8-aa77-49c44a3b998f.TIF,data/ocr/0/de1e0600-2f37-4ab8-aa77-49c44a3b998f.TIF.txt,0
data/images/2/b4d56060-a9fc-4747-b295-431a702f0524.TIF,data/ocr/2/b4d56060-a9fc-4747-b295-431a702f0524.TIF.txt,2
data/images/0/3f9e9443-5218-472f-b40d-b83557f0f125.TIF,data/ocr/0/3f9e9443-5218-472f-b40d-b83557f0f125.TIF.txt,0
data/images/0/569672c9-3e46-4542-b1f1-8f07537289d9.TIF,data/ocr/0/569672c9-3e46-4542-b1f1-8f07537289d9.TIF.txt,0
data/images/0/1d202ea1-57fa-4cea-8d0a-8cba1dd79753.TIF,data/ocr/0/1d202ea1-57fa-4cea-8d0a-8cba1dd79753.TIF.txt,0
data/images/4/7667d145-8dc2-4186-a8cb-c7a8bbcef48e.TIF,data/ocr/4/7667d145-8dc2-4186-a8cb-c7a8bbcef48e.TIF.txt,4
data/images/4/b94e7bb2-21ff-4ccb-a6d8-a43cd2123653.TIF,data/ocr/4/b94e7bb2-21ff-4ccb-a6d8-a43cd2123653.TIF.txt,4
data/images/2/9137307e-15c1-4499-9ae4-e9b15c006ef9.TIF,data/ocr/2/9137307e-15c1-4499-9ae4-e9b15c006ef9.TIF.txt,2
data/images/2/504a787c-d131-42a9-8b91-6d39c9784bea.TIF,data/ocr/2/504a787c-d131-42a9-8b91-6d39c9784bea.TIF.txt,2
data/images/6/936423fa-f8af-4e23-859d-0c4fa7162312.TIF,data/ocr/6/936423fa-f8af-4e23-859d-0c4fa7162312.TIF.txt,6
data/images/6/f0e63946-1050-44c2-98d9-1c0e98c72358.TIF,data/ocr/6/f0e63946-1050-44c2-98d9-1c0e98c72358.TIF.txt,6
data/images/0/c5722cfe-eb88-43af-8e47-5429df378a96.TIF,data/ocr/0/c5722cfe-eb88-43af-8e47-5429df378a96.TIF.txt,0
data/images/4/b87432bd-df3d-4d0f-931b-ad917313113c.TIF,data/ocr/4/b87432bd-df3d-4d0f-931b-ad917313113c.TIF.txt,4
data/images/4/d9b5ac47-913c-4d4e-9b57-91d547f0e754.TIF,data/ocr/4/d9b5ac47-913c-4d4e-9b57-91d547f0e754.TIF.txt,4
data/images/9/acfc5edd-f480-4e49-ba27-930da18f8e6b.TIF,data/ocr/9/acfc5edd-f480-4e49-ba27-930da18f8e6b.TIF.txt,9
data/images/9/8a1567d0-2572-476c-9a85-a4777bda7df3.TIF,data/ocr/9/8a1567d0-2572-476c-9a85-a4777bda7df3.TIF.txt,9
data/images/0/6f7e6809-d56b-43ee-b599-13146e89103a.TIF,data/ocr/0/6f7e6809-d56b-43ee-b599-13146e89103a.TIF.txt,0
data/images/2/cb1e4d15-9574-4dac-86dc-7a4dbcc0056d.TIF,data/ocr/2/cb1e4d15-9574-4dac-86dc-7a4dbcc0056d.TIF.txt,2
data/images/4/52010590-71b7-43ac-94a7-a901dcce117f.TIF,data/ocr/4/52010590-71b7-43ac-94a7-a901dcce117f.TIF.txt,4
data/images/0/134c8b6b-2337-470d-b7e4-4aea77e996aa.TIF,data/ocr/0/134c8b6b-2337-470d-b7e4-4aea77e996aa.TIF.txt,0
data/images/2/f0af9ab8-9cca-4a7f-b21c-0cda41a98743.TIF,data/ocr/2/f0af9ab8-9cca-4a7f-b21c-0cda41a98743.TIF.txt,2
data/images/4/5ddd7a04-fab1-4cbf-bd96-6e49255a734f.TIF,data/ocr/4/5ddd7a04-fab1-4cbf-bd96-6e49255a734f.TIF.txt,4
data/images/2/88c3c0b2-5dad-4664-ae47-ddd8d04a0558.TIF,data/ocr/2/88c3c0b2-5dad-4664-ae47-ddd8d04a0558.TIF.txt,2
data/images/2/6a3d3225-4f4c-48c3-a43c-d30834231503.TIF,data/ocr/2/6a3d3225-4f4c-48c3-a43c-d30834231503.TIF.txt,2
data/images/6/060e9c99-209d-4c6f-b890-69778cdaad60.TIF,data/ocr/6/060e9c99-209d-4c6f-b890-69778cdaad60.TIF.txt,6
data/images/6/b6f3f0df-815f-4298-84b2-6499e342043b.TIF,data/ocr/6/b6f3f0df-815f-4298-84b2-6499e342043b.TIF.txt,6
data/images/2/c28c38ae-4490-4cb5-8bd5-3455be1bfa2c.TIF,data/ocr/2/c28c38ae-4490-4cb5-8bd5-3455be1bfa2c.TIF.txt,2
data/images/4/4cf26016-1c32-40ac-9761-dae62e1f03c2.TIF,data/ocr/4/4cf26016-1c32-40ac-9761-dae62e1f03c2.TIF.txt,4
data/images/0/99f99b26-c251-4ed0-8b43-5b5194e62f99.TIF,data/ocr/0/99f99b26-c251-4ed0-8b43-5b5194e62f99.TIF.txt,0
data/images/6/44688982-cff8-4f0e-9782-e41200873acd.TIF,data/ocr/6/44688982-cff8-4f0e-9782-e41200873acd.TIF.txt,6
data/images/0/86184c43-693a-4203-a301-a373c33437de.TIF,data/ocr/0/86184c43-693a-4203-a301-a373c33437de.TIF.txt,0
data/images/9/65995301-3e66-482d-b130-50a8b01f8973.TIF,data/ocr/9/65995301-3e66-482d-b130-50a8b01f8973.TIF.txt,9
data/images/9/1b262c9d-4d0b-4516-a5c8-fe2d3ca7e2a7.TIF,data/ocr/9/1b262c9d-4d0b-4516-a5c8-fe2d3ca7e2a7.TIF.txt,9
data/images/4/53cae72e-9c59-4705-9f9f-f972e935ad3d.TIF,data/ocr/4/53cae72e-9c59-4705-9f9f-f972e935ad3d.TIF.txt,4
data/images/6/65e49f68-a792-49a3-a3bc-8fdb0e7b280a.TIF,data/ocr/6/65e49f68-a792-49a3-a3bc-8fdb0e7b280a.TIF.txt,6
data/images/0/297acec9-8e3e-4956-8029-9f4c582abecf.TIF,data/ocr/0/297acec9-8e3e-4956-8029-9f4c582abecf.TIF.txt,0
data/images/6/abac582f-1464-4a31-ac8e-509d3160c570.TIF,data/ocr/6/abac582f-1464-4a31-ac8e-509d3160c570.TIF.txt,6
data/images/9/fe304f0d-ffd2-4ebc-a59a-50715314092a.TIF,data/ocr/9/fe304f0d-ffd2-4ebc-a59a-50715314092a.TIF.txt,9
data/images/0/cb97161f-d5fe-407d-a0d4-f431481929af.TIF,data/ocr/0/cb97161f-d5fe-407d-a0d4-f431481929af.TIF.txt,0
data/images/0/27af3da7-d2f7-4da7-83a3-fb2afc58fbd2.TIF,data/ocr/0/27af3da7-d2f7-4da7-83a3-fb2afc58fbd2.TIF.txt,0
data/images/6/18e45de3-dcaa-42e6-9503-06fe05fa779e.TIF,data/ocr/6/18e45de3-dcaa-42e6-9503-06fe05fa779e.TIF.txt,6
data/images/2/53b8429c-46f4-459e-b1dc-eda691e9c1d6.TIF,data/ocr/2/53b8429c-46f4-459e-b1dc-eda691e9c1d6.TIF.txt,2
data/images/6/cbfa0f3d-d28c-4589-9679-ed1fcc1b968a.TIF,data/ocr/6/cbfa0f3d-d28c-4589-9679-ed1fcc1b968a.TIF.txt,6
data/images/0/2b34e4ba-cef6-4b1b-b859-098e66f1ee07.TIF,data/ocr/0/2b34e4ba-cef6-4b1b-b859-098e66f1ee07.TIF.txt,0
data/images/6/9e615efc-7d60-4b40-8e78-8e808e490130.TIF,data/ocr/6/9e615efc-7d60-4b40-8e78-8e808e490130.TIF.txt,6
data/images/4/343d45a8-38f7-4428-8546-a58c896eb2b4.TIF,data/ocr/4/343d45a8-38f7-4428-8546-a58c896eb2b4.TIF.txt,4
data/images/2/eafebd16-425a-4121-b888-54ace767d319.TIF,data/ocr/2/eafebd16-425a-4121-b888-54ace767d319.TIF.txt,2
data/images/0/526d246c-dab3-4865-b3b0-c8d8f01397f5.TIF,data/ocr/0/526d246c-dab3-4865-b3b0-c8d8f01397f5.TIF.txt,0
data/images/9/c9010f66-8314-42bb-9655-4355d182640b.TIF,data/ocr/9/c9010f66-8314-42bb-9655-4355d182640b.TIF.txt,9
data/images/4/52115f83-faac-4abe-b3ab-73115baa9b1b.TIF,data/ocr/4/52115f83-faac-4abe-b3ab-73115baa9b1b.TIF.txt,4
data/images/0/02334a79-4ccf-451f-87fe-2290599832a9.TIF,data/ocr/0/02334a79-4ccf-451f-87fe-2290599832a9.TIF.txt,0
data/images/4/fae38a53-6b60-4416-b802-67bd88b0bf86.TIF,data/ocr/4/fae38a53-6b60-4416-b802-67bd88b0bf86.TIF.txt,4
data/images/4/f85830ff-c407-437f-949b-bd5fb19d531a.TIF,data/ocr/4/f85830ff-c407-437f-949b-bd5fb19d531a.TIF.txt,4
data/images/4/bafc9c77-fe29-43b4-8da1-6f83e222abf4.TIF,data/ocr/4/bafc9c77-fe29-43b4-8da1-6f83e222abf4.TIF.txt,4
data/images/0/ba7fbe87-50a2-4d70-b3ab-bba54b244226.TIF,data/ocr/0/ba7fbe87-50a2-4d70-b3ab-bba54b244226.TIF.txt,0
data/images/0/f17ec492-2579-4327-b238-698639ae0510.TIF,data/ocr/0/f17ec492-2579-4327-b238-698639ae0510.TIF.txt,0
data/images/9/20322c1c-30fa-4ab7-90fe-1edf29f14c64.TIF,data/ocr/9/20322c1c-30fa-4ab7-90fe-1edf29f14c64.TIF.txt,9
data/images/9/81017c87-7a8f-4664-b2e7-ffaae6392f77.TIF,data/ocr/9/81017c87-7a8f-4664-b2e7-ffaae6392f77.TIF.txt,9
data/images/0/10a91f44-0267-4d3f-ab12-814a702d13cf.TIF,data/ocr/0/10a91f44-0267-4d3f-ab12-814a702d13cf.TIF.txt,0
data/images/9/5f822269-c8c4-4f87-96bd-682a568e2675.TIF,data/ocr/9/5f822269-c8c4-4f87-96bd-682a568e2675.TIF.txt,9
data/images/0/61dd3542-051e-482d-afc4-45fe581fd396.TIF,data/ocr/0/61dd3542-051e-482d-afc4-45fe581fd396.TIF.txt,0
data/images/0/9bf1ee1d-c670-4b06-9935-250a8beb3f4a.TIF,data/ocr/0/9bf1ee1d-c670-4b06-9935-250a8beb3f4a.TIF.txt,0
data/images/9/17a4883b-80bb-4555-98c8-4ec7c1cbe124.TIF,data/ocr/9/17a4883b-80bb-4555-98c8-4ec7c1cbe124.TIF.txt,9
data/images/0/03618f99-bb0c-40bb-9bc7-33ccb665ba30.TIF,data/ocr/0/03618f99-bb0c-40bb-9bc7-33ccb665ba30.TIF.txt,0
data/images/0/0e7f7c29-723f-44e2-b4da-06e7944ad235.TIF,data/ocr/0/0e7f7c29-723f-44e2-b4da-06e7944ad235.TIF.txt,0
data/images/9/6b14a745-07e0-44f2-9a52-2b28f61da7d0.TIF,data/ocr/9/6b14a745-07e0-44f2-9a52-2b28f61da7d0.TIF.txt,9
data/images/6/ccfda319-799f-45f2-9388-44ba5bc994b6.TIF,data/ocr/6/ccfda319-799f-45f2-9388-44ba5bc994b6.TIF.txt,6
data/images/4/52554c62-310a-43c8-96a1-1319c7a3e95a.TIF,data/ocr/4/52554c62-310a-43c8-96a1-1319c7a3e95a.TIF.txt,4
data/images/0/03d74b1e-ad4f-44ca-8b62-16be3ff43bbb.TIF,data/ocr/0/03d74b1e-ad4f-44ca-8b62-16be3ff43bbb.TIF.txt,0
data/images/0/63dd0bb7-8876-45fe-9954-9d078130509d.TIF,data/ocr/0/63dd0bb7-8876-45fe-9954-9d078130509d.TIF.txt,0
data/images/0/079bab46-9f49-4664-a36d-43c6d5ba2c57.TIF,data/ocr/0/079bab46-9f49-4664-a36d-43c6d5ba2c57.TIF.txt,0
data/images/4/9226d336-0713-4479-b1e7-74df7d0d31da.TIF,data/ocr/4/9226d336-0713-4479-b1e7-74df7d0d31da.TIF.txt,4
data/images/4/78676b9c-0943-4ddb-b921-a0fa8c75bf67.TIF,data/ocr/4/78676b9c-0943-4ddb-b921-a0fa8c75bf67.TIF.txt,4
data/images/6/c3f7e9b7-45d2-460a-8350-c09a12bbe742.TIF,data/ocr/6/c3f7e9b7-45d2-460a-8350-c09a12bbe742.TIF.txt,6
data/images/6/f9a4f3d4-a285-40d4-a2db-f75452d33d66.TIF,data/ocr/6/f9a4f3d4-a285-40d4-a2db-f75452d33d66.TIF.txt,6
data/images/6/15660ef0-de79-489a-a520-cb75ea2c6233.TIF,data/ocr/6/15660ef0-de79-489a-a520-cb75ea2c6233.TIF.txt,6
data/images/6/91273ddb-f24a-45fb-827f-24bc07f002fd.TIF,data/ocr/6/91273ddb-f24a-45fb-827f-24bc07f002fd.TIF.txt,6
data/images/9/cce252d3-338f-4ad2-a5ae-083c1bee17e6.TIF,data/ocr/9/cce252d3-338f-4ad2-a5ae-083c1bee17e6.TIF.txt,9
data/images/0/76264403-b763-4075-bd34-197a51b9866a.TIF,data/ocr/0/76264403-b763-4075-bd34-197a51b9866a.TIF.txt,0
data/images/6/75052ff5-f62c-4fd9-a52b-7c1edf14d22b.TIF,data/ocr/6/75052ff5-f62c-4fd9-a52b-7c1edf14d22b.TIF.txt,6
data/images/0/aeab7e1b-77c9-4ac3-b41a-1702120192dd.TIF,data/ocr/0/aeab7e1b-77c9-4ac3-b41a-1702120192dd.TIF.txt,0
data/images/2/54ee5274-6a90-4c33-bf22-9cd0f02c04b2.TIF,data/ocr/2/54ee5274-6a90-4c33-bf22-9cd0f02c04b2.TIF.txt,2
data/images/6/a5c5606c-4f1a-474b-991f-c5d81df3f19e.TIF,data/ocr/6/a5c5606c-4f1a-474b-991f-c5d81df3f19e.TIF.txt,6
data/images/2/50397206-75f0-4790-9361-2e5595e3c055.TIF,data/ocr/2/50397206-75f0-4790-9361-2e5595e3c055.TIF.txt,2
data/images/9/0ae94c59-7729-45bb-a453-397af8fb4146.TIF,data/ocr/9/0ae94c59-7729-45bb-a453-397af8fb4146.TIF.txt,9
data/images/4/85aece9e-40c8-47e8-aa2f-3f970ca095b4.TIF,data/ocr/4/85aece9e-40c8-47e8-aa2f-3f970ca095b4.TIF.txt,4
data/images/6/0e1ac23a-3293-4a22-96bc-23ca7eaa0443.TIF,data/ocr/6/0e1ac23a-3293-4a22-96bc-23ca7eaa0443.TIF.txt,6
data/images/2/c066e8ce-65dc-46b0-a3fe-beee050fd7df.TIF,data/ocr/2/c066e8ce-65dc-46b0-a3fe-beee050fd7df.TIF.txt,2
data/images/9/664f4c11-2e2e-4bd2-9036-1578d714b9ce.TIF,data/ocr/9/664f4c11-2e2e-4bd2-9036-1578d714b9ce.TIF.txt,9
data/images/4/93db6b85-7d99-4422-8437-fc8f5a429b98.TIF,data/ocr/4/93db6b85-7d99-4422-8437-fc8f5a429b98.TIF.txt,4
data/images/2/fe386673-788e-48fe-8e68-68dc4045a962.TIF,data/ocr/2/fe386673-788e-48fe-8e68-68dc4045a962.TIF.txt,2
data/images/9/b26dcd2e-dc99-4270-be1b-a5e4b33bf722.TIF,data/ocr/9/b26dcd2e-dc99-4270-be1b-a5e4b33bf722.TIF.txt,9
data/images/4/5821c8c2-9da8-43ab-81ca-0f5a1ec38b8b.TIF,data/ocr/4/5821c8c2-9da8-43ab-81ca-0f5a1ec38b8b.TIF.txt,4
data/images/4/ee7f6687-7c90-47f6-afa1-0987d2bf8fb0.TIF,data/ocr/4/ee7f6687-7c90-47f6-afa1-0987d2bf8fb0.TIF.txt,4
data/images/0/025261f6-a7b0-4994-a2d6-25aa13ae1f24.TIF,data/ocr/0/025261f6-a7b0-4994-a2d6-25aa13ae1f24.TIF.txt,0
data/images/2/4dcaa478-95bf-4a85-9c37-b47f583912eb.TIF,data/ocr/2/4dcaa478-95bf-4a85-9c37-b47f583912eb.TIF.txt,2
data/images/0/346f98a4-f098-436e-8f35-61ef9389472b.TIF,data/ocr/0/346f98a4-f098-436e-8f35-61ef9389472b.TIF.txt,0
data/images/6/5b6ebb84-48f5-4609-a09b-fe4eb13fa25b.TIF,data/ocr/6/5b6ebb84-48f5-4609-a09b-fe4eb13fa25b.TIF.txt,6
data/images/0/4dab40a8-07ba-4843-841c-aafd54d56b42.TIF,data/ocr/0/4dab40a8-07ba-4843-841c-aafd54d56b42.TIF.txt,0
data/images/6/feaacfe8-517b-4fc0-8519-673e343a8557.TIF,data/ocr/6/feaacfe8-517b-4fc0-8519-673e343a8557.TIF.txt,6
data/images/4/addccce4-08da-4b17-8f1a-bfa99808264a.TIF,data/ocr/4/addccce4-08da-4b17-8f1a-bfa99808264a.TIF.txt,4
data/images/4/cfdcb67f-86e8-495a-8528-b6df00f6f7fb.TIF,data/ocr/4/cfdcb67f-86e8-495a-8528-b6df00f6f7fb.TIF.txt,4
data/images/0/192aef91-e8db-4086-ac0c-2776f95a3e02.TIF,data/ocr/0/192aef91-e8db-4086-ac0c-2776f95a3e02.TIF.txt,0
data/images/9/9412b9bd-4e15-4c2e-a713-54ddedbe085c.TIF,data/ocr/9/9412b9bd-4e15-4c2e-a713-54ddedbe085c.TIF.txt,9
data/images/6/b560f883-d981-4aaf-8249-08b00e507994.TIF,data/ocr/6/b560f883-d981-4aaf-8249-08b00e507994.TIF.txt,6
data/images/0/51acfc20-7fa4-49a8-8f2c-1e8329b2072c.TIF,data/ocr/0/51acfc20-7fa4-49a8-8f2c-1e8329b2072c.TIF.txt,0
data/images/2/42db5430-1491-40e4-acb0-b3d20fac3fe2.TIF,data/ocr/2/42db5430-1491-40e4-acb0-b3d20fac3fe2.TIF.txt,2
data/images/4/001b7c4b-0cc4-4ec7-ab32-e2acd56385b4.TIF,data/ocr/4/001b7c4b-0cc4-4ec7-ab32-e2acd56385b4.TIF.txt,4
data/images/0/3cddeb6c-2313-48ac-9c43-580e4de3afee.TIF,data/ocr/0/3cddeb6c-2313-48ac-9c43-580e4de3afee.TIF.txt,0
data/images/0/cc9f198b-d0d2-4b97-9b44-5fc00f454da3.TIF,data/ocr/0/cc9f198b-d0d2-4b97-9b44-5fc00f454da3.TIF.txt,0
data/images/4/a7115f25-f248-49ee-b664-a77c43eaec10.TIF,data/ocr/4/a7115f25-f248-49ee-b664-a77c43eaec10.TIF.txt,4
data/images/6/bab719c0-c736-4d8e-8e06-171b284208ea.TIF,data/ocr/6/bab719c0-c736-4d8e-8e06-171b284208ea.TIF.txt,6
data/images/6/1e212dbc-ec39-436e-8313-7a0b90f4547f.TIF,data/ocr/6/1e212dbc-ec39-436e-8313-7a0b90f4547f.TIF.txt,6
data/images/0/d59ea307-7483-4727-818c-0f8aef8cce7d.TIF,data/ocr/0/d59ea307-7483-4727-818c-0f8aef8cce7d.TIF.txt,0
data/images/2/72130def-8eb2-477e-89b8-e1b091fdd1c6.TIF,data/ocr/2/72130def-8eb2-477e-89b8-e1b091fdd1c6.TIF.txt,2
data/images/6/e8c238f2-f4fe-45f6-ab9a-a5f7457ca4dd.TIF,data/ocr/6/e8c238f2-f4fe-45f6-ab9a-a5f7457ca4dd.TIF.txt,6
data/images/6/727c3139-2f83-4fdf-9d5b-7574e89d8eb4.TIF,data/ocr/6/727c3139-2f83-4fdf-9d5b-7574e89d8eb4.TIF.txt,6
data/images/9/b6108d26-e394-45af-b070-38fedce52530.TIF,data/ocr/9/b6108d26-e394-45af-b070-38fedce52530.TIF.txt,9
data/images/0/c3e3bab5-2d83-467a-b405-e082b4f4e09f.TIF,data/ocr/0/c3e3bab5-2d83-467a-b405-e082b4f4e09f.TIF.txt,0
data/images/4/65dd3f8e-0c0d-4746-a549-0cf4434485a4.TIF,data/ocr/4/65dd3f8e-0c0d-4746-a549-0cf4434485a4.TIF.txt,4
data/images/9/32c16393-859f-4de0-ac51-3c9e78e9c62b.TIF,data/ocr/9/32c16393-859f-4de0-ac51-3c9e78e9c62b.TIF.txt,9
data/images/9/ebd6ff4d-8cfe-4733-a682-87deb58cdf87.TIF,data/ocr/9/ebd6ff4d-8cfe-4733-a682-87deb58cdf87.TIF.txt,9
data/images/4/e179a2e2-c91f-4988-9a66-2daed7fd3a4b.TIF,data/ocr/4/e179a2e2-c91f-4988-9a66-2daed7fd3a4b.TIF.txt,4
data/images/4/7cb74e6c-9e27-41e8-823a-fa001297829a.TIF,data/ocr/4/7cb74e6c-9e27-41e8-823a-fa001297829a.TIF.txt,4
